MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,After oil spill
3.68E+08,2022-12-06T01:20:12,39.84599,-90.5778,4.3,148.7,144,DAN L,,WDG4449,31,12,32,,,57,A,0
6.36E+08,2022-12-06T01:21:02,39.84268,-75.3492,8.9,242,236,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.67E+08,2022-12-06T01:21:00,39.83968,-90.573,6.8,326.8,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T01:19:50,39.8379,-90.5716,4.8,331,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.68E+08,2022-12-06T01:21:21,39.84485,-90.5769,4.3,145.3,142,DAN L,,WDG4449,31,12,32,,,57,A,0
3.67E+08,2022-12-06T01:22:00,39.84784,-75.2724,8.1,87.1,89,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
3.67E+08,2022-12-06T01:20:50,39.84762,-75.2759,8.1,84.1,91,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
3.67E+08,2022-12-06T00:53:01,39.83754,-90.5717,0,227.5,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T01:23:30,39.84354,-90.5767,6.9,327.1,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T01:22:11,39.84149,-90.5747,6.9,323.5,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.38E+08,2022-12-06T01:22:26,39.84213,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T00:53:50,39.83946,-75.3536,8.5,56.9,53,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
3.67E+08,2022-12-06T01:23:45,39.84077,-75.3527,8.6,234,228,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T00:52:56,39.847,-75.2808,10.7,278.1,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
6.36E+08,2022-12-06T01:23:21,39.83933,-75.3551,8.8,231,232,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.67E+08,2022-12-06T01:22:37,39.84233,-75.3497,8.7,238.1,234,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
6.36E+08,2022-12-06T01:24:31,39.83735,-75.3585,8.9,232,232,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
6.36E+08,2022-12-06T01:22:12,39.84108,-75.3523,8.7,231,232,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.67E+08,2022-12-06T01:24:51,39.84584,-90.5783,7,329.6,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T01:25:20,39.8491,-75.2629,8.3,74.4,74,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
3.67E+08,2022-12-06T01:24:55,39.83904,-75.3555,8.7,230.4,236,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.67E+08,2022-12-06T01:24:11,39.84838,-75.2662,8.1,76.6,67,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
3.68E+08,2022-12-06T01:24:43,39.8415,-90.5737,4.3,144.9,144,DAN L,,WDG4449,31,12,32,,,57,A,0
6.36E+08,2022-12-06T01:25:41,39.83575,-75.3611,8.9,232,232,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.68E+08,2022-12-06T01:23:32,39.84267,-90.5748,4.4,143,142,DAN L,,WDG4449,31,12,32,,,57,A,0
3.68E+08,2022-12-06T01:25:52,39.84033,-90.5727,4.4,144.4,143,DAN L,,WDG4449,31,12,32,,,57,A,0
3.67E+08,2022-12-06T01:26:31,39.84996,-75.2595,8.4,74.7,68,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
3.67E+08,2022-12-06T01:27:05,39.83588,-75.3608,8.6,235,228,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.68E+08,2022-12-06T01:27:02,39.83915,-90.5716,4.4,143.7,143,DAN L,,WDG4449,31,12,32,,,57,A,0
3.67E+08,2022-12-06T00:56:55,39.84684,-75.2739,11.3,107.5,110,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.68E+08,2022-12-06T01:29:22,39.83686,-90.5695,4.3,149.8,151,DAN L,,WDG4449,31,12,32,,,57,A,0
3.68E+08,2022-12-06T01:28:12,39.83803,-90.5705,4.3,143.5,146,DAN L,,WDG4449,31,12,32,,,57,A,0
3.68E+08,2022-12-06T01:30:32,39.83562,-90.5686,4.3,150.1,150,DAN L,,WDG4449,31,12,32,,,57,A,0
3.66E+08,2022-12-06T01:31:31,39.83582,-75.3594,10.8,51.8,49,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.38E+08,2022-12-06T01:31:27,39.84215,-74.1494,0,360,91,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.66E+08,2022-12-06T01:32:41,39.83805,-75.3559,10.8,51.5,49,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.67E+08,2022-12-06T01:00:10,39.83757,-90.5716,0,230.4,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.67E+08,2022-12-06T01:00:11,39.84674,-75.3364,8.4,63.3,60,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
3.67E+08,2022-12-06T01:00:06,39.84903,-75.3076,9.4,275.6,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.38E+08,2022-12-06T01:01:25,39.84213,-74.1494,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.38E+08,2022-12-06T01:37:25,39.84212,-74.1494,0,360,91,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
6.36E+08,2022-12-06T01:03:31,39.84938,-75.2956,7.9,273,274,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.66E+08,2022-12-06T01:37:21,39.84537,-75.3408,10.8,68.3,67,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.66E+08,2022-12-06T01:39:40,39.84818,-75.3326,10.5,68.3,71,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.38E+08,2022-12-06T01:40:28,39.84214,-74.1494,0,360,90,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.66E+08,2022-12-06T01:40:50,39.84909,-75.3284,10.4,79.4,84,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
5.63E+08,2022-12-06T01:42:09,39.83792,-72.85,12.9,311,312,MONTE AZUL,IMO9348053,9V7382,70,0,272,40,12.5,71,A,0
3.66E+08,2022-12-06T01:42:00,39.84936,-75.324,10.3,88.7,92,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.67E+08,2022-12-06T01:06:01,39.84865,-75.3196,8.3,89.2,94,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
5.63E+08,2022-12-06T01:43:29,39.84113,-72.8546,12.8,311,312,MONTE AZUL,IMO9348053,9V7382,70,0,272,40,12.5,71,A,0
3.67E+08,2022-12-06T01:05:54,39.85,-75.3271,9.7,265.6,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.66E+08,2022-12-06T01:45:22,39.84904,-75.3116,10.3,89.4,87,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.67E+08,2022-12-06T01:10:06,39.84939,-75.3056,10.2,273.7,274,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.68E+08,2022-12-06T01:46:31,39.8354,-79.9227,4.2,340.8,335,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.67E+08,2022-12-06T01:09:25,39.84686,-75.3385,9.5,245,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
5.63E+08,2022-12-06T01:46:00,39.84745,-72.8638,12.9,311,312,MONTE AZUL,IMO9348053,9V7382,70,0,272,40,12.5,71,A,0
3.68E+08,2022-12-06T01:48:14,39.8358,-73.2363,4.1,312.8,310,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
3.66E+08,2022-12-06T01:47:40,39.8488,-75.303,10.4,96.4,94,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.38E+08,2022-12-06T01:49:24,39.84213,-74.1494,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.68E+08,2022-12-06T01:47:41,39.8367,-79.9233,4.3,334.3,323,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.67E+08,2022-12-06T01:10:34,39.84582,-75.3421,9.4,248,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
3.68E+08,2022-12-06T01:49:25,39.8367,-73.2376,4.1,314.6,315,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
3.66E+08,2022-12-06T01:48:51,39.84861,-75.2985,10.5,92.6,93,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
6.36E+08,2022-12-06T01:08:11,39.84963,-75.3095,8.5,269,270,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.68E+08,2022-12-06T01:50:35,39.83782,-73.2384,4.1,340.4,341,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
3.68E+08,2022-12-06T01:51:10,39.83948,-79.9269,4,291.1,285,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
6.36E+08,2022-12-06T01:12:52,39.84968,-75.3247,9.2,272,269,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.68E+08,2022-12-06T01:52:20,39.83987,-79.9285,4,278.3,278,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.68E+08,2022-12-06T01:51:52,39.83922,-73.2387,3.9,348.6,359,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
3.66E+08,2022-12-06T01:52:31,39.84813,-75.2846,10.3,90.8,91,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.68E+08,2022-12-06T01:53:04,39.84052,-73.2384,4.1,27.7,22,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
3.38E+08,2022-12-06T01:52:27,39.84213,-74.1494,0,360,94,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T01:14:10,39.83758,-90.5716,0,249.4,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.68E+08,2022-12-06T01:54:41,39.84025,-79.932,4.3,278.6,288,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.66E+08,2022-12-06T01:53:40,39.848,-75.2803,10.2,92.6,94,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
6.36E+08,2022-12-06T01:54:07,39.83686,-75.3576,11.2,50.3,50,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
6.36E+08,2022-12-06T01:55:17,39.83915,-75.354,11.2,50.1,50,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.38E+08,2022-12-06T01:55:24,39.84213,-74.1494,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T01:09:30,39.83757,-90.5717,0,247.1,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.68E+08,2022-12-06T01:54:15,39.84172,-73.2375,4.1,44,36,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
3.66E+08,2022-12-06T01:56:02,39.84779,-75.2719,9.8,86,84,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.66E+08,2022-12-06T01:54:52,39.84779,-75.276,10,93.1,93,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.68E+08,2022-12-06T01:56:51,39.84107,-79.9351,4.2,299.2,310,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.66E+08,2022-12-06T01:57:10,39.84828,-75.2678,10,77.8,73,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.67E+08,2022-12-06T01:57:14,39.83646,-75.3615,13.1,52.2,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.38E+08,2022-12-06T01:58:27,39.84211,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.68E+08,2022-12-06T01:58:01,39.84184,-79.9366,4.1,312.3,326,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.66E+08,2022-12-06T01:58:21,39.84911,-75.2637,10.2,76.1,77,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.67E+08,2022-12-06T01:11:16,39.84944,-75.3102,12.1,269.3,269,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
6.36E+08,2022-12-06T01:58:47,39.84459,-75.3432,10.6,63.9,65,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.68E+08,2022-12-06T01:59:10,39.84283,-79.9377,4.1,324.6,342,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.66E+08,2022-12-06T01:59:32,39.84988,-75.2594,10.3,75.8,76,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.68E+08,2022-12-06T01:58:41,39.84295,-73.2315,4.1,107.7,116,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
3.67E+08,2022-12-06T02:00:04,39.8426,-75.3508,13.3,52,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
6.36E+08,2022-12-06T02:00:07,39.8462,-75.3388,10.4,65.8,65,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.67E+08,2022-12-06T01:59:34,39.84148,-75.3527,13,51.1,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.67E+08,2022-12-06T01:12:55,39.84311,-75.3493,9.4,234.6,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A,0
6.36E+08,2022-12-06T01:59:57,39.84599,-75.3394,10.4,65.3,66,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.67E+08,2022-12-06T01:18:32,39.84729,-75.2825,8,89.7,86,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
3.68E+08,2022-12-06T01:17:42,39.84863,-90.5799,4.3,153.3,148,DAN L,,WDG4449,31,12,32,,,57,A,0
3.67E+08,2022-12-06T02:01:05,39.84485,-75.347,13.2,52.2,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.68E+08,2022-12-06T02:01:34,39.84058,-73.2288,4.5,156.6,159,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
3.68E+08,2022-12-06T02:01:07,39.84481,-79.9386,3.8,357,16,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.68E+08,2022-12-06T01:18:51,39.84739,-90.579,4.3,148.7,146,DAN L,,WDG4449,31,12,32,,,57,A,0
3.67E+08,2022-12-06T02:02:14,39.84748,-75.3429,13,49,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.68E+08,2022-12-06T02:02:10,39.84589,-79.9384,3.8,12,31,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
6.36E+08,2022-12-06T02:01:17,39.8475,-75.3351,10.3,65.2,66,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.68E+08,2022-12-06T02:03:21,39.8385,-73.2283,4.5,188.8,189,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
6.36E+08,2022-12-06T01:14:02,39.84968,-75.3286,9.1,264,253,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.67E+08,2022-12-06T02:03:24,39.84937,-75.3402,5.1,45.1,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
6.36E+08,2022-12-06T02:02:28,39.84872,-75.3312,10.2,73,80,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
6.36E+08,2022-12-06T02:03:38,39.84925,-75.3273,9.9,86,90,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.38E+08,2022-12-06T02:04:27,39.84214,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.68E+08,2022-12-06T02:04:20,39.84774,-79.9367,3.8,49.3,58,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.67E+08,2022-12-06T01:21:35,39.84356,-75.347,8.8,246.9,236,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.68E+08,2022-12-06T02:05:30,39.84844,-79.9354,4,59.7,60,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.68E+08,2022-12-06T02:05:29,39.8361,-73.2291,4.3,182.3,180,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
3.67E+08,2022-12-06T01:23:01,39.84797,-75.2696,7.9,83.4,78,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
6.36E+08,2022-12-06T02:05:57,39.84917,-75.3197,9.5,93.1,93,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.68E+08,2022-12-06T02:06:40,39.84914,-79.9338,4.4,62.5,60,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.68E+08,2022-12-06T02:07:50,39.84986,-79.9321,4.8,59.2,54,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.67E+08,2022-12-06T01:16:22,39.83756,-90.5717,0,252.9,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
6.36E+08,2022-12-06T02:08:18,39.84883,-75.312,9.4,93.4,93,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.67E+08,2022-12-06T01:25:56,39.8376,-75.358,8.7,233.4,226,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,0
3.38E+08,2022-12-06T02:10:27,39.84212,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T01:19:41,39.84736,-75.2792,8,85.7,88,ISLAND PILOT,,WDF6368,31,12,19,7,,57,A,0
6.36E+08,2022-12-06T02:09:28,39.84864,-75.3081,9.4,94.4,92,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
6.36E+08,2022-12-06T02:11:47,39.84848,-75.3006,9.3,90.6,91,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
6.36E+08,2022-12-06T02:13:57,39.84831,-75.2944,8.5,92.9,90,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
6.36E+08,2022-12-06T01:19:51,39.84388,-75.3456,9,245,244,MARS SUN,IMO9332781,D5GM8,80,0,243,42,15.6,80,A,0
3.38E+08,2022-12-06T02:13:28,39.84212,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
6.36E+08,2022-12-06T02:12:56,39.8484,-75.2972,9,92.4,90,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
6.36E+08,2022-12-06T02:15:08,39.84824,-75.2912,7.8,93.9,91,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
6.36E+08,2022-12-06T02:17:28,39.84809,-75.2854,6.8,92,91,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.68E+08,2022-12-06T01:22:22,39.84381,-90.576,4.4,144.1,142,DAN L,,WDG4449,31,12,32,,,57,A,0
6.36E+08,2022-12-06T02:16:18,39.84815,-75.2883,7.2,92,91,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
6.36E+08,2022-12-06T02:18:38,39.84801,-75.2828,6.7,91.2,90,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
6.36E+08,2022-12-06T02:19:48,39.84797,-75.2802,6.3,90.3,90,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.66E+08,2022-12-06T01:35:00,39.84249,-75.3488,10.8,49.3,55,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
6.36E+08,2022-12-06T02:22:08,39.848,-75.2745,6.8,88,90,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.38E+08,2022-12-06T02:22:27,39.84213,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.66E+08,2022-12-06T01:36:11,39.84412,-75.345,10.5,68.3,72,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.38E+08,2022-12-06T01:25:26,39.84215,-74.1495,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
6.36E+08,2022-12-06T02:24:28,39.84815,-75.2684,7.5,82.7,76,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.67E+08,2022-12-06T01:26:10,39.8481,-90.5798,7.1,336,511,PIN OAK,,WDE2026,31,15,19,7,,31,A,0
3.38E+08,2022-12-06T02:25:27,39.84214,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
6.36E+08,2022-12-06T02:25:37,39.84866,-75.2653,7.7,74.4,71,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
6.36E+08,2022-12-06T02:26:48,39.84943,-75.2622,7.8,71.7,70,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.66E+08,2022-12-06T01:38:31,39.84679,-75.3366,10.7,63.8,64,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.38E+08,2022-12-06T02:28:26,39.84214,-74.1495,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T02:30:03,39.84893,-75.341,9.8,225.7,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.38E+08,2022-12-06T02:31:25,39.84213,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T02:32:25,39.84462,-75.3469,9.4,226.6,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.39E+08,2022-12-06T02:36:05,39.83856,-72.8462,15.5,315.5,318,MAERSK COLUMBUS,IMO9332987,WMCU,70,0,299,40,14.5,70,A,0
3.67E+08,2022-12-06T02:33:33,39.84256,-75.3496,9.3,225.8,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.38E+08,2022-12-06T01:43:27,39.84213,-74.1494,0,360,91,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.66E+08,2022-12-06T01:33:51,39.84023,-75.3523,10.7,50.1,47,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.66E+08,2022-12-06T01:43:01,39.84927,-75.3203,10.2,93.3,95,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.67E+08,2022-12-06T02:34:45,39.84034,-75.3524,9.3,226.4,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.68E+08,2022-12-06T02:37:56,39.83641,-91.4286,4.4,299.6,299,CLARENCE NIXON,,WDI9282,31,12,26,10,,57,A,0
3.38E+08,2022-12-06T01:34:27,39.84215,-74.1494,0,360,91,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T02:35:54,39.83834,-75.3552,9,227.8,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.68E+08,2022-12-06T02:35:36,39.83504,-91.4253,4.5,301.4,297,CLARENCE NIXON,,WDI9282,31,12,26,10,,57,A,0
3.67E+08,2022-12-06T02:37:04,39.83626,-75.3578,8.9,229.2,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.39E+08,2022-12-06T02:37:11,39.84199,-72.8505,15.5,315.5,318,MAERSK COLUMBUS,IMO9332987,WMCU,70,0,299,40,14.5,70,A,0
3.68E+08,2022-12-06T02:41:26,39.83862,-91.4331,4.1,307.1,316,CLARENCE NIXON,,WDI9282,31,12,26,10,,57,A,0
3.39E+08,2022-12-06T02:39:23,39.84888,-72.8591,15.6,315.9,318,MAERSK COLUMBUS,IMO9332987,WMCU,70,0,299,40,14.5,70,A,0
3.68E+08,2022-12-06T02:42:37,39.83954,-91.4343,3.9,321.3,323,CLARENCE NIXON,,WDI9282,31,12,26,10,,57,A,0
3.68E+08,2022-12-06T02:38:12,39.83604,-79.9232,2.4,356.9,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T02:39:21,39.83682,-79.9235,2.5,333.1,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T02:40:16,39.83787,-91.4317,4.3,304.5,307,CLARENCE NIXON,,WDI9282,31,12,26,10,,57,A,0
3.38E+08,2022-12-06T02:40:28,39.84214,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.68E+08,2022-12-06T02:42:52,39.83905,-79.9256,3,307.1,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.38E+08,2022-12-06T02:43:27,39.84213,-74.1494,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.68E+08,2022-12-06T02:44:01,39.83958,-79.9268,3.2,298.2,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T02:43:46,39.8405,-91.4354,3.8,319.2,330,CLARENCE NIXON,,WDI9282,31,12,26,10,,57,A,0
3.38E+08,2022-12-06T01:46:26,39.84214,-74.1494,0,360,93,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.66E+08,2022-12-06T01:46:32,39.84911,-75.3073,10.4,90.8,94,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.38E+08,2022-12-06T02:46:26,39.84214,-74.1495,0,360,93,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.68E+08,2022-12-06T02:47:32,39.84029,-79.9308,3.4,282,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T02:45:12,39.83994,-79.928,3.2,283.1,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.67E+08,2022-12-06T02:47:23,39.84942,-73.6002,8.5,257.3,511,ABBIE & HOLLY,,WDD2228,30,,16,5,,,B,0
3.68E+08,2022-12-06T02:46:22,39.84011,-79.9294,3.3,277,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T02:47:16,39.84393,-91.4374,4.1,338.9,339,CLARENCE NIXON,,WDI9282,31,12,26,10,,57,A,0
3.68E+08,2022-12-06T02:48:26,39.8452,-91.438,4.2,339.5,343,CLARENCE NIXON,,WDI9282,31,12,26,10,,57,A,0
3.68E+08,2022-12-06T02:48:41,39.84047,-79.9322,3.5,276.7,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.38E+08,2022-12-06T02:49:25,39.84214,-74.1494,0,360,94,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
